sentence	label
夏邑县交通执法：严查超限超载 防止“百吨王”反弹	0
男子用尿盆打死村民 潜逃32年在山西娶妻生子_经营范畴	1
痛心！男子持刀狂砍岳父和妻子，苏州高学历夫妻竟因此事酿血案……_李某	1
出租车与公交相撞两人受伤	1
车墩影视基地一群众演员大展演技 假冒民警行唬得松江市民近2万元	1
小区环境脏乱差，消防通道占满垃圾，环境卫生亟待解决	1
999四次游说送病人至涉利益医院 难排除拉客嫌疑_中华慈善信息网	1
隆回大东山，不欢迎这样的游客!	1
元江片区开展财务人员《通行费收入操作流程及核算》的培训学习	0
连续14年获评全国综治优秀省	0
【聚焦两会】代表委员为西宁变化点赞	0
华人在内，百名业主被疏散!悉尼豪华公寓被曝坍塌，这种豆腐渣工程...	1
如意慈善开发区分队助力患病儿童——孩子，加油!	0
长治:顶着护栏向前“冲”的宝马司机找到了，就是他!	1
近日咨讯:1.4亿中国男人不行”惹祸!常山药业被立案调查	1
不可思议！手机指环支架竟成盗窃工具 宝山警方让贼影终显	1
【平安守护】淅川公安:醉酒辱骂110 拘留所里去反省	1
供应商欺诈行为	1
被生意上的人给利用合同诈骗，诈骗三十万够判多少年--在..._律师365	1
24路公交车与自行车相撞，现场一片狼藉，一老伯倒地不起（图片还原现场）	1
确认过眼神 你去年抓过我!嫌疑人被抓后和民警玩起了这个套路_法制...	1
巴西溃坝灭村9死413失踪 矿场泥石流毁民宅找到生还者机率极低	1
常熟又有3位市民入选“苏州好人”榜！	0
永丰两老板开工图吉利 违规燃放爆竹被罚	1
又一合资车主被坑惨，车壳不如“易拉罐”，网友：早点滚出中国	1
宿迁沭阳贫困残疾人领到20万元救助金——人民政协网	0
【决胜基本解决执行难】＂百日风暴＂进行时!覃塘法院联合出动百余人清除林木， 十余亩地如数归还申请人	0
污水管道塌陷 上游车库遭殃	1
油罐车侧翻，撞上对向出租车，致两人受伤！	1
谁来处理？振华路附近频繁有人焚烧枯草，烟尘污染严重	1
河南睢县：校车事故2名学童死亡 无任何瞒报措施	1
事发大连！大货突然失控 连撞十多辆车！其中包括一辆公交车！_中华西路	1
不满竞争对手多载客 出租车司机6次别车酿车祸	1
根雕店失火现场火光冲天，失火面积约600平米	1
市脱贫攻坚大排查督导组进驻綦江_手机网易网	0
县检察院:判决免刑不当 抗诉发回重审_ _检察天地_平利政法网	1
收钱收到手软!原都江堰市市长马汉选自己都震惊了	1
河南多地开展牛羊肉市场专项整治 鹤壁多部门参与整治	0
湖南益阳多部门联合开展电取暖器具专项检查 查获“三无”产品千余件	0
联合整治 一举打掉“野猪林”	0
成昆铁路中断19小时后顺利抢通 运输秩序将陆续恢复正常	0
哈尔滨话剧院带着7个演出节目走进哈四中校园	0
审计发现:近百亿元保障性安居工程资金被挪用-靖江新闻网 - 靖江...	1
[都市晚高峰]香港北角车祸死亡人数增至4人 警方疑司机未拉手刹	1
科技创新 强国富民	0
“徒步开启小学梦，学习感悟成长路”--陈村恒星幼儿园携手南涌小学共同开展幼小衔接活动	0
庆祝改革开放40周年暨检察机关恢复重建40周年|从服务灾后重建到守护美好家园	0
深入开展“4+1 ”工作法——李晓英同志到扶贫包保联系点进行调研	0
农村征地拆迁 村干部和其父亲一手遮天 谁给你的权力？	1
【校园风采】跳出韵律 舞出风采——城关小学举行首届校园文化艺术节集体舞比赛	0
啥情况?南通一房产公司门口员工竟裸体跳舞!	1
孙庆楠、大庆市星辰物业管理有限公司物业服务合同纠纷二审民事裁定书	1
石泉交警48小时破获交通肇事逃逸案	1
打着“雅好”幌子，150次收受21人钱财_赤峰新闻网	1
欠610万元及利息不还  女“老赖”被判一年有期徒刑	1
男子遇怪事：贷款未成却欠银行钱 还成了失信人	1
70吨军用运输机严重超载，半空突遇飓风，飞机失控全军覆没	1
诸暨背街小巷“顽疾”为何久治不愈？ 占道经营、跨门经营、乱停车……	1
郑炳松危险驾驶一审刑事判决书	1
大屯街道中部片区举办首届百姓生活节_朝阳政府网	0
九江银行优化企业开户 客户第一 服务卓越	0
济南不满18周岁00后无证驾驶被查，家长竟喊人来顶包	1
中南医院发生伤医事件|医务人员|中南|医院_新浪新闻	1
周吉与王红房屋买卖合同纠纷一审民事裁定书	1
【党员课堂】党员干部应知应会口袋书之＂两学一做＂	0
上海检察公益诉讼典型案例	1
贸易大棒引众怒！ 美国这次真是“赔了夫人又折兵”	1
比尔盖茨表示，他将是唯一一个能取代自己，成为世界首富的人!	0
沭阳贫困残疾人领到20万元救助金	0
投诉主题：长江工程职业技术学院助学金发放不公平	1
女法医，11年让900多具尸体“开口”	0
【第1133期】五峰好儿郎，回乡打造电商平台助乡亲致富_赵鹏	0
最无人性悍匪，1小时使108人丧生，38人受伤，父母朋友都不放过!	1
中国人民财产保险股份有限公司南昌市分公司、程伟机动车交通事故责任纠纷二审民事判决书	1
「百日专项行动」特克斯交警连查两起客运车辆超员违法行为	0
岚皋县检察院：制作广告牌营造平安建设氛围	0
曝光一个葫芦岛的骗子	1
湖南益阳多部门联合开展电取暖器具专项检查 查获“三无”产品千余件	0
玉屏小孩遇车祸，好心群众伸援手！	0
深圳廉政公署在哪里? 我要检举贪污 违法乱纪 上网找到..._百度知道	1
南宁市江南区法院巧用新媒体提升司法服务水平	0
【最美警察候选人：覃世海】平安路上 警徽闪耀	0
造热带精品 助力乡村旅游 海南椰级乡村旅游点增至59个	0
天寒地冻，彭泽一居民在家烤火把房子给点着了！万幸…_火灾	1
如意慈善开发区分队助力患病儿童——孩子，加油!	0
大力推进“三高五板块”招商工作	0
骗子上演“回心转意” 痴情男子被骗4万多元	1
奥迪女司机对交警吐舌头被抓 小年夜进牢房	1
旭辉集团董事长林中:看好中国的房地产行业	0
优秀未检检察官初步形成品牌效应	0
秦先生投诉联联周边游	1
房地产衰退是很多得过且过的地方政府后患无穷山穷水尽	1
网曝盖网商城涉嫌传销曝光 李绍增、郑永雄原始股骗局贾格丽-浦口...	1
都匀二中开展爱心助力高考系列活动	0
【资讯】感动！两只江豚搁浅，热心村民一起送江豚“回家”。	0
下雨天日照一小区外面大雨屋里小雨 急坏业主	1
逆行者 真英雄——消防员程磊火海救出被困女学生_手机网易网	0
昨天，大丰一工厂旁边的垃圾堆着火，9辆消防车紧急救火！	1
两高发布量刑批复后，4起涉气枪案被告人免予刑事处罚	1
污厂排污水毁田地，农民为几千元赔偿，故意引污水横流	1
英国记者死亡事件	1
汉滨连降雨最高达733毫米造成损失2.21亿 万名干部坚守阵地实现零伤亡	0
怀疑女友和教练“搞暧昧”，嘉兴有人怒撞教练车……	1
大雨暂歇 南京抢险救援一刻未停	0
同煤集团: 用非常之力深化改革转型	0
达人专访最美环保达人——八旬老人十年的坚守	0
疲劳驾驶惹祸 津一高速追尾司机被困驾驶室_手机网易网	1
桐柏:做强特色产业扶贫 加快乡村振兴步伐	0
有一种骄傲，叫我是中国人：《厉害了，我的国》引发强烈反响	0
警方捣毁一从摩洛哥贩卖六百移民到西班牙的犯罪组织_加迪斯	0
泾阳公安侦破“12·13”交通肇事逃逸案	1
酒店暗藏猫腻，男子多次逗留，两名“野鸳鸯”当场被抓	1
【三分钟法治新闻全知道】官迷心窍!湖南一厅长为当上副省级竟开价两亿	1
邢台平乡县一驾校非法占地，国土局偷梁换柱为其背书	1
交警遭碾压殉职:年仅47岁 倒地时紧攥着嫌疑人身份证_湖北日报网	1
四龙路街道向阳村社区开展法律进家庭活动	0
独居老人做饭忘关火 南通志愿者及时发现转危为安	1
“管镇联动”把家门口的服务零距离融入金桥.碧云	0
为残疾人创造公平和谐消费环境	0
悲哀至极!当一名意大利人提醒一群中国人要有国家荣誉感	1
顶风作案！曝光桂bt3935出租车，3天违法2次，罚款3000元！	1
西平县人民检察院及时传达学习全市检察机关“两个专项活动”推进会精神	0
顺义某小区深夜广场舞噪音扰民，怎么办！	1
就在昨天，有辆电动车在加油站旁边起火了!	1
北潘庄村的扶贫“热心人”	0
投诉主题：投诉湖南国资委不作为	1
苏州六旬老汉因猥亵4岁女童获刑 提醒:熟人作案多	1
怒批德云社为垃圾箱，苗阜却带头说过界，内容粗鄙不堪！_相声	1
点赞！赣榆区人民医院一女孩欲轻生，护士长成功劝说	0
法制日报揭“隐蔽性腐败”:仅收熟人钱物 为熟人办事-中新网_中福...	1
【党员课堂】党员干部应知应会口袋书之＂两学一做＂	0
从foodtalks消费食物后131人患有肠胃炎	1
【“飓风2018”专项行动】警方梅开三度 一天擒获4窃贼	0
大跌眼镜！廊坊一救护车司机酒驾又无证 遇交警慌张躲避露马脚	1
提示!京珠高速黄河桥上疑似发生多车事故，有面包车自燃	1
刚察法院开展“打击拒不执行判决裁定犯罪行为”法制宣传教育活动 404 Not Found	0
韩国300多条活鳗鱼洒一地 警察封路捡半小	1
安徽警方近期破获多起电信诈骗案	0
内江市中区法院审理监察委员会移送起诉第一案	1
“石家庄一点通”app上线，足不出户尽享多项便民服务_河北新闻网	0
会东男子实习期酒驾被查 还没“转正”又得“回炉”	1
我校人文学院与铜仁市民宗委联合举办铜仁市干部双语暨古籍普查...	0
醉驾酒驾的7大明星：成龙威胁记者，吴京被拘留_郎永淳	1
柳文炜:抓发展抓创新抓稳定 推动玉溪经济持续快速健康发展	0
为民 | 赵永东调研阳光日间照料中心时强调 发挥基本功能 拓展特色功能 用心用情为城市老人服好务	0
服务 | 我校志愿者开展“文明出行劝导”活动	0
东城街道举办中小学少先队标志礼仪基本规范专题培训班	0
越南大雨致13人丧生1人失踪 恶劣天气还将持续——人民政协网	1
海龟因为环境污染导致吸管一整根进入鼻子里，看着揪心一定很痛吧	1
网曝丨长治环卫洒水致多起车辆追尾事故...	1
[热点评述] 因港而兴！重大项目纷纷落户，阳逻三大园区竞相发展	0
今早，自贡市荣县附近发生4.3级地震，内江网友：有震感	1
判了！在攀枝花冒充“中央领导”行骗，男子被判刑4年	1
泉州：小区门口两车“顶牛” 一车遭撞还被砸石墩	1
加快建设“中国数谷之心” 推动大数据发展跃上新台阶_贵州_资讯_...	0
...月份生了宝宝之后没有多久就患上了产后抑郁症，性...爱问知识人	1
苏先生投诉联联周边游科技公司	1
段子成真了！飞机上觉得热，绵阳小伙竟然顺手开门……	1
鹤山haobc vip中学生考试作弊被老师批评 写完检讨后跳楼自杀	1
张学友演唱会第三次抓到逃犯了！他怕不是警方安插的卧底吧？	0
男子打死人后潜逃14年 用假身份证躲过多次清查	1
上饶市举办工业设计创新券“进园区”推广活动	0
江苏ppp落地率52% 显著高于全国平均水平	0
安康市公布2016年度食品药品十大典型案件	1
投诉洛阳市达内科技欺骗消费者_消费投诉_ 投诉直通车_华声在线	1
房烽辉贪污受贿多少钱_百度知道	1
中国大使与印尼穆斯林共同开斋并启动便民卫生项目	0
吴中区院法警大队成功处置一起群访事件_苏州市吴中区人民检察院	0
农经资讯丨从“田园”到“校园”:贵州“校农结合”助力脱贫攻坚	0
错过高速出口小轿车急停倒车 货物散落一地	1
贵州黔东南:“死胡同”通致富路 引来产业助脱贫_大话产业_贵州...	0
哨声响亮 百姓点赞	0
肖金仙、喻虹二审民事判决书	1
铜陵一女子因畏惧丈夫家暴躲妹妹家中，丈夫竟“带刀”堵门_刀具	1
悲剧!“低头族”遇上酒驾司机，浙江男子被撞身亡	1
【读书荟】县妇联开展党员集中读书活动	0
江西交警公布多处安全隐患路段_交通管理局	1
辣眼睛丨银川醉酒男子寻刺激，偷女士内衣自己穿!	1
警惕！冒充公安民警进行电话诈骗，镇雄有人被骗14万......	1
小偷偷电动车被电死案新进展:车主赔偿小偷5万元!网友们炸了锅	1
华阴市建成首个禁毒教育主题一条街-陕西省渭南市华阴市公安局	0
凉山一“老赖”拒不执行判决裁定 获刑一年后悔迟	1
临渭分局禁毒大队以禁毒宣传为切入点 推动平安建设活动深入开展	0
我校辩论队在西藏高校学生全民阅读知识辩论赛中首战告捷---西藏...	0
【突发】刚刚！昆明融创万达城方向发生火灾！浓烟滚滚，摩天轮都快看不见了_网友	1
初中生教室打架 先动手的同学猝死 家长校门口拉横幅“维权”	1
华正眼科医院违法操作，坑害消费者和患者，牟取暴利巧可滋冰淇淋_...	1
昌九一体化系列经济民生政策铺开：购房就医 两地一体	0
麻涌荣获全市2018年度领导班子工作优秀镇街第三，揽12项“单打冠军”！	0
多部门联动成功救助野生动物	0
为你们点赞!高新区5家企业获评江苏省“最具发展潜力科技人才创业企业”	0
常熟市总工会	0
战冰雪抢修线路保供电	0
谢正义:以全面从严治党的新成效推动实现高质量发展 -扬州市监察局...	0
化州杨梅镇向阳路一民宅着火，事发时屋主与家人不在家	1
山东招远涉黑村官王金勇雇凶杀人司机顶罪、聚众斗殴(转..._邳州论坛	1
突发!大连一行人横穿马路被大客车撞飞 倒地不起	1
还网络一片晴空 广西移动依托大数据优势净化网络空间	0
陕西消防物联网—智能消防新技术 - 西安市119火灾自动报警服务中心	0
武汉:巡回法庭走进建筑工地帮助农民工维权	0
加泰门将抡起大脚踢翻主裁后遭重罚:被禁赛25场!	1
烧劣质煤被拘，何不食肉糜	1
垣曲“逸景花城”房产项目一片空地售房忙_宣传	1
不负重托 不辱使命——古交市人大代表一行视察我市文明交通综合治理工作情况	0
见义勇为好司机 路遇危难施援手	0
怎么回事？梅城一对八旬老夫妻大冷天被弃楼道，冻得瑟瑟发抖_老人	1
快来围观！萍乡七中获央视关注	0
广西女子科目二考场上放了块石头，结果被取消考试资格	1
村里自来水重金属超标多位村民得病 扶贫干部协调20多万安装净水器	0
华州区杏林镇召开平安建设暨向人民汇报推进会 - 平安建设 - 华州...	0
宿松汇口镇:稻虾共作“钱景好”水田变成“聚宝盆”	0
这个冬天很暖：事故现场 辅警脱下警服为伤者取暖	0
山西平定县春耕备耕农机忙	0
陕西侦破首例污染环境刑事案件 嫌疑人被抓获	1
喜报!郑州片区一项探索获国务院部际联席会肯定	0
女贪官李启红:我豪放的私生活!	1
工行无锡南长支行发挥党组织核心作用 推进和谐银行建设	0
温柔的背叛:助纣为虐，小姨子帮着姐夫欺骗姐姐，狼狈为奸啊	1
武汉开发区永旺等商圈购物环境这么平安，原因请看这里	0
为爱猫取暖打开暖炉不料引发火灾致其死亡，租户被困欲跳楼求生！	1
天津海关破获1600万元化妆品“偷梁换柱”走私大案	0
暖心！第80集团军某特战旅开展精准扶贫工作纪实	0
大同煤矿“万人坑”发现6万具尸骨，幸存者的讲述，让人咬牙愤怒	1
桐庐县四举措大力开展砂石加工企业安全生产专项整治工作	0
三全回關注函被斥甩鍋 毒豬肉來源成謎	1
南宁城管开展水上执法 处置违法行为290次	0
陕西消防物联网—智能消防新技术 - 西安市119火灾自动报警服务中心	0
【视频】海口小伙半夜跳河自杀，3名环卫工的举动感动所有人……	0
生日快乐!扫雷英雄:我还有嘴，想做一名...	0
缅甸好心男子挽救数百条生命，却因一件小事身亡	1
麻江县开展健康扶贫在行动 义诊活动暖人心	0
“5.25”关爱心理 健康成长——一中开展了学生心理健康教育宣传周活动	0
在楠竹林走丢一只黑泰迪	1
华州区司法局:强化法律服务 助力精准扶贫 - 华州 - 渭南政法网	0
上海普陀一民宅起火殃及四邻 居民投诉消防通道被占	1
南京一高级中学爆发水痘 疫情班级已被隔离_新浪江苏_新浪网	1
男子撞人后将伤者带离抛弃致人死亡 涉嫌故意杀人罪	1
【哈佳铁路安保在线】佳木斯铁路公安处哈佳铁路联调联试安保工作顺利进行（四）	0
高校餐厅火花四溅，学生四处逃亡，电路太弱还是学校太弱?	1
太谷境内撞伤行人逃逸，涉嫌交通肇事罪	1
一面锦旗背后的故事：两位“奶奶”都是亲人	0
水富有个“编”故事的村官，你认识吗?	0
城市拥堵，曲靖交警做了些什么?小编带你看一看	0
医联体“联”到家门口，每年全疆远程会诊量超过1万例	0
祁连社区举办“凝心聚力谋发展 合舟共济谱新篇”文艺演出	0
北京交通大学实验室起火	1
致敬新时代的劳动者	0
南宁糖业发起民事诉讼 追讨5112万业绩补偿款	1
野猪日益猖獗，庄稼被毁农田被拱，可怜老农无可奈何！	1
总队党委书记唐晓鸣到上饶高速路政支队八大队 调研指导工作	0
张家界一男子醉酒闹事辱骂殴打警察：有本事弄死我	1
那邦镇开展“全面建成小康社会，残疾人一个也不能少”宣传活动	0
榆林绥德：步行街道多车起火 闪爆声吓坏市民	1
副庭长被双开：不报告购买投资型保险，官员还应报告啥？	1
零下度连云港赣榆街头一老人被撞倒地无人敢扶，男子跪地抢救老人	0
开封一女子充当收费删帖中介 获利3.6万元被判刑5年	1
罗城:为保护群众，他迎着利刃而上，多次受伤，血染警服	1
为郓城公安点赞!8天时间刑拘12人，行拘11人!	0
扎根基层，服务人民||湖南省演艺集团“文艺轻骑队”在行动	0
互联网公安热心服务耐心讲解“互联网公安”暖民心	0
"重庆破获""荐股""电信网络诈骗案 受害人逾200名"	0
恒大绿洲7号楼室内手机信号极差	1
举报过期食品被奖2毛 安全监管岂能侮辱性奖励_贾某某	1
于正被判侵权不向琼瑶致歉法院追讨33.6万公告费	1
用匠心 铸精品	0
太危险了！长治高速路上竟然有车逆向行驶......	1
悲剧！汤圆堵住气管，江都76岁老人身亡……	1
大爷进墓穴拿宝贝要上交给国家，徒弟爱慕虚荣杀死师父私吞宝贝	1
触目惊心!东北2名男子街头上演“武林风”，倒地男子被车碾死	1
小偷偷电瓶被电死，法院居然判车主赔5万!网友炸了锅了.....	1
美法关系再度紧张！美军特种兵在非洲喝酒后，驾车撞死法国友军	1
震惊!兴国一重点工程技术数据电脑被盗，公安破案仅用3天!	0
茶陵法院院长公开审理首例涉恶犯罪案	1
再话礼贤下士的新中国上海市第一任市长陈毅	0
陕铁职院强化办学特色塑造示范品牌引领行业创新发展	0
日本，袭警夺枪杀人案或有预谋 嫌犯携带至少4把刀具--安徽鑫进资讯	1
河东警方捣毁一贩毒链条  抓获6名吸贩毒人员	0
奥格智能协力南京 共进多规合一	0
厉害了word蜀黍！看耳钉就抓到嫌疑人！	0
两车追尾司机被困，救援现场上演暖心一幕	0
江西丰城电厂事故中被追责的建设指挥部副总指挥吴纪获刑两年	1
大货车高速路突发大火，20余吨生蚝现烤	1
成都一小区发生人员坠楼死亡事件系自杀事件	1
工行无锡南长支行发挥党组织核心作用 推进和谐银行建设	0
12层高楼三秒爆破倒塌 再见！吴中国贸大厦	1
春节执行不打烊 司法“大红包”暖人心	0
经营者违规排油烟城管当即责令整改 -珠江时报-数字报刊平台	0
湖南省纪委原副书记李某情妇伙同他人共同受贿 560 余万	1
我大舅偷税漏税被举报 请问偷税漏税太严重有什么后果--..._律师365	1
椰树椰汁“辣眼”新包装涉嫌虚假宣传 已被立案调查	1
聚众斗殴寻衅滋事法邦	1
“x+1”电商模式让物流配送活起来	0
村子里的“文化乐园”	0
太恐怖:一栋大楼在烈焰中轰然倒塌，广东揭阳某工厂突发大火	1
【车辆自燃 西固交警出手相助】	0
有一种骄傲，叫我是中国人：《厉害了，我的国》引发强烈反响	0
渭源县公安局交警大队 全力保障“首阳山”采薇会伯夷叔齐 祭祀典礼期间道路交通安全	0
营市街司法所助力街道开展社区邻里节活动	0
「法检“两长”同庭办理涉毒案小记」司法利剑斩毒魔  法治宣传入人心	0
衡水一中康保分校的三十六华里远足活动，衡中分校都很牛啊	0
黄圩千亩葡萄园全面扩建，已经取得初步成效	0
男子逼停公交，惨遭一车乘客群殴	1
安徽茶叶进出口有限公司原董事长、总经理顾公新一审获刑18年 并处罚金300万	1
【校园风采】跳出韵律 舞出风采——城关小学举行首届校园文化艺术节集体舞比赛	0
惊心动魄!3岁男童从6楼坠落，这群人做出了同一个姿势……	0
长沙黄花国际机场赴海口美兰机场交流学习之行纪实	0
买卖银行卡多用于诈骗洗钱 卡贩称在银行有路子	1
长武男子入室盗窃6起 涉案金额2.5万元	1
驾照被注销还敢上路载客？徐汇交警伏击7个多小时查获“克隆”出租车	1
嘉陵江进入汛期 八旬老伯游泳险遇意外	1
造热带精品 助力乡村旅游 海南椰级乡村旅游点增至59个	0
中共延安市委网信办组织开展“牢记初心使命，我为党旗添彩”主题...	0
今天，整个德宏都在传这个被判刑5年的农民工…	1
张军祥、陈利红内幕交易违法案--证保通--财界网互联网投资者教育...	1
油水乱淌 油烟味刺鼻，河南 22 所院校食堂油烟废气污染情况普遍	1
太吓人！货车从甘肃疯狂高速逆行70公里到广元	1
懒财金服坑害血汗钱!_花雨原创网——中国最早的原创言情小说出版...	1
非法贩售海龟“下家”落网	1
为民 | 赵永东调研阳光日间照料中心时强调 发挥基本功能 拓展特色功能 用心用情为城市老人服好务	0
巴中秦鼎商贸服务有限公司原执行董事（法定代表人）王凤林严重违法...	1
县林业局迅速处置古树倒伏灾情	1
加快转型升级 增强发展动力	0
元江片区开展财务人员《通行费收入操作流程及核算》的培训学习	0
中国移动的客服不是一般的垃圾	1
又发福利啦!|通光优秀员工无锡之旅	0
水晶宮:光明网评太原城管抽打商贩:将执法权变现为暴力	1
谭松韵妈妈因车祸抢救无效离世，经纪人悲痛发文：多希望是场噩梦	1
精准严实推进秋季大会战合力突围坚决打赢翻身仗	0
垫江公安破获一制毒案 缴获半成品冰毒50斤	0
长沙晶肤美容病院太坑太黑！医护立场极差互相推卸责任	1
耿车农民网上当“掌柜”	0
甘肃省酒泉市魏恒学再次实名举报!_詹士搜索网	1
南京金桥广场酒托	1
上饶市国土资源局召开干部职工大会宣布主要领导调整决定	0
太仓立案查处42起药械违法行为 保障百姓用药安全	0
这个冬天很暖：事故现场 辅警脱下警服为伤者取暖	0
北京交通大学一实验室爆炸起火 3名学生不幸遇难	1
【秭归县直机关工委】召开机关党建工作现场推进会 ...-宜昌机关党建	0
【全民健身 相约文明】长山镇举办第五届全民健身广场舞大赛	0
野外拉练磨砺顽强意志 挑战自我锤炼过硬本领	0
1-7月全省固定资产投资平稳增长	0
耶路撒冷中央车站发生持刀袭击事件	1
青岛 : 非法捕猎收购珍贵野生动物！这8人摊上大事	1
实拍丨高速上百余辆车连环撞！新年第一惨..	1
河南洛阳一男子与家人闹矛盾 上街用刀刺伤城管 放火烧城管车	1
江西九江女童手指不慎被玩具卡住，巧手消防员施妙招救助！	0
江门:虚荣心作祟 女子私吞百万公款_今日最新闻_荔枝网	1
真汉子！水管工为抢修寒冬跳入冰水井 一天衣服湿几次	0
国家非遗陆丰正字戏精品剧《妈祖》首登“妈祖故里”献演	0
特斯拉汽车再出致命事故:美国华裔工程师驾车落水身亡	1
ued体育巨额诈骗	1
【初心】杨汉军:为民孺子牛 干事勇如狮	0
开车打盹追尾 交警暖心救助	0
净网2018 厦门警方成功侦破一起“网络水军” 团伙犯罪案件	0
十二岁孩子跳楼自杀，逼死孩子的真正原因发人深省	1
男子“自学成才”制售假火车票牟利，经民警审讯交代其犯罪过程	1
郑州中大肝病医院黑心垃圾坑人骗钱无底线，dgl028_浙江新闻网	1
我院团委荣获“省直五四红旗团委”荣誉称号	0
【榜样】民行检察官闫瑞明的为民情怀——全国“双先”表彰大会个人“一等功”获得者	0
“徒步开启小学梦，学习感悟成长路”--陈村恒星幼儿园携手南涌小学共同开展幼小衔接活动	0
盛夏光年，碧海夕阳——记马来西亚仙本那潜水之旅	0
“刀片扒手”割口袋偷钱 遂川公安破获系列流窜扒窃案	1
句容法院赴驻句部队开展法律拥军慰问活动	0
安徽警方近期破获多起电信诈骗案	0
陕西省住建厅:创新举措推进危改 追赶超越示范全国	0
两人死亡！青海一司机酒驾酿惨剧	1
创意设计学院学生党支部组织观看电影《厉害了，我的国》	0
习近平总书记视察湖北重要讲话引发强烈反响(一至三)-应城市委市...	0
移动4g打造镇江智慧生活	0
重庆警方一季度破获通信网络违法犯罪案近四千起，抓获千余人	0
哨声响亮 百姓点赞	0
【检察日报】苏州相城：批捕10名亲友组团诈骗案犯罪嫌疑人	1
石家庄微服务平台	0
地方新闻精选|浙江一厅官退休15年后落马 郑州男子抢公交车方向盘被刑拘	1
联合整治 一举打掉“野猪林”	0
火腿肠过期62天还在卖	1
守路人的春运：除夕团圆饭4年一次 幻听成职业病_道口	0
卫星导航技术与应用成果展亮点频现 互动体验让人与北斗“零”距离接触	0
无证驾车、冲撞民警 山西晋城一男子胆子够大	1
国家卫生计生委统计信息中心与招商银行签署 居民健康卡战略合作	0
快来围观！萍乡七中获央视关注	0
震惊！上饶一男子极速倒车撞2车伤3人弃车逃跑！竟因为……	1
最新消息/济宁十五中校长当众被打， 打了谁的脸?	1
【比赛】林芝市第一小学举办第三届“校园舞蹈大赛”	0
开车打盹追尾 交警暖心救助	0
自来水管流黑水，上万居民无水喝	1
他倒在芦苇丛中，再没醒来|木村|洪江|青花椒_新浪新闻	1
建设汉江源头美丽乡村 脱贫攻坚过美好生活_生活_中国网	0
7年来，从原来对林业工作的一无所知，到现在变为熟练掌握造林技_狼...	0
烟台乡村旅游直通车游客爆满 活动持续到年底	0
[转载]从股票知识讲解一步一步诱骗到新三板股权投资—..._新浪博客	1
茶匠蒋维明：把心守住，把茶做好，让更多人爱上中国茶	0
「法检“两长”同庭办理涉毒案小记」司法利剑斩毒魔  法治宣传入人心	0
黑恶势力渐成暴力拆迁主角 打掉半年死灰复燃-提供留学，移民，理财，...	1
石泉交警：深入校区开展法制安全教育宣传	0
山东莘县：凝心聚力书写统战精彩篇章	0
深圳龙华凌晨一辆轿车行至路口，突然掉了下去	1
男子微信出售枪支弹药被公诉_华人歌曲网	1
收废手机炼金被拘 夫妻收废手机100个能打1个金戒指	1
广东医科大学附属第二医院-内科党总支开展“送医送药送温暖”慰问...	0
修水一位大学生的求助！请大家帮帮他	1
京东斐讯购物纠纷	1
【聚焦两会】代表委员为西宁变化点赞	0
3名女网友受害被骗 醉酒入住酒店后 竟遭男子持刀威胁发生关系!	1
鸿博家园外车归位路宽敞	0
女子遭遇车祸恰好民警路过	1
山河农场开展专项环境整治大拉练活动	0
九龙警事丨夏季炎热易犯困 疲劳驾驶害人害己_搜狐汽车_搜狐网	1
【一线干部大比武】松新镇、石梨镇、县机关幼儿园工作动态(20180523)	0
【最新】白银连环杀人案30日宣判！	1
凉州区公安局宣武派出所破获一起伪造使用公司印章案	0
诵读英雄事迹	0
广西两名男子酒后报假警、撒酒疯咬伤民警被拘留	1
审判了，玉林一卖淫组织令人发指！恐吓、殴打、致人死亡…	1
00后在宿舍喝酒致高位截瘫，6名同学被判赔20余万!	1
2018“创客中国”国际创新创业大赛起航	0
江门老赖不还钱，2018年就是这下场!台山5人被拘留!	1
责任	0
我父亲被一个不讲理的泼妇给打了、对方反诬陷是我父亲非..._律师365	1
拔树“成瘾” 寿光一男子打了报警电话反被拘留_马某某	1
警示!十字路口须礼让 不然后果……	1
亲儿子半夜对父亲拳打脚踢，还不止一次！	1
战冰雪抢修线路保供电	0
好消息!六安首个“家暴庇护所”即将投入使用_裕安区	0
新潮娱乐:71岁退休官员返聘大搞权色钱色交易 被批道德沦丧	1
西藏林芝南伊沟雨后宛如水墨画卷 	0
汉阴警方为十余名受害农民工发放被追回的欠薪款近25万元	0
男子为博游戏主播青睐，冒充主播助理骗财，骗来的钱全打赏了……	1
中国第一大边境城市，被誉为“英雄之城”	0
南充一小车车顶被掀开视频刷爆微信群！真相来了！	1
紧急！海宁一小区突发火灾！楼上一老太被困！事发时屋里还有4人...	1
漯河食品职业学院惊人内幕 骗人招生被曝光 - 法制与生活!	1
四车连环相撞!肇事奔驰面目全非 车主竟大喊“不是我开的”	1
10年内茅台3名高管落马 有人受贿因看世界杯案发 _理财知识网_一个...	1
黑河旅游形象展在中俄边境城市展览会大放异彩	0
十堰一民房暗藏赌博窝点 警方突击当场抓获9人	0
骑自行车撞人逃逸  警方4小时锁定肇事者	1
女子27楼坠楼死亡_捧腹网	1
回顾| 嘿!爱心义卖活动，你“义”起来了吗?	0
广西90后父亲弑女之痛	1
突发!广东揭阳一工厂起火燃烧十多个小时!整栋楼在烈焰中倒塌!	1
